road,km,lat,lng
CBB,15.375,0.530576,127.94397
CBB,15.4,0.530648,127.944182
CBB,15.425,0.530717,127.944396
CBB,15.45,0.530774,127.944614
CBB,15.475,0.530828,127.944832
CBB,15.5,0.530898,127.945045
CBB,15.525,0.530995,127.945248
CBB,15.55,0.531116,127.945438
CBB,15.575,0.531248,127.94562
CBB,15.6,0.53138,127.945803
CBB,15.625,0.531512,127.945985
CBB,15.65,0.531605,127.946188
CBB,15.675,0.531645,127.946409
CBB,15.7,0.531778,127.946587
CBB,15.725,0.531972,127.946703
CBB,15.75,0.532167,127.946815
CBB,15.775,0.532358,127.946935
CBB,15.8,0.532445,127.947137
CBB,15.825,0.53239,127.947353
CBB,15.85,0.53232,127.947567
CBB,15.875,0.532345,127.947785
CBB,15.9,0.532517,127.947922
CBB,15.925,0.532732,127.947989
CBB,15.95,0.532942,127.948073
CBB,15.975,0.533142,127.948177
CBB,16.0,0.533342,127.948283
CBB,16.025,0.533533,127.948402
CBB,16.05,0.533678,127.948574
CBB,16.075,0.533799,127.948763
CBB,16.1,0.533903,127.948962
CBB,16.125,0.533982,127.949173
CBB,16.15,0.534046,127.949388
CBB,16.175,0.534136,127.949594
CBB,16.2,0.534237,127.949795
CBB,16.225,0.534347,127.949991
CBB,16.25,0.534463,127.950184
CBB,16.275,0.534579,127.950377
CBB,16.3,0.534694,127.95057
CBB,16.325,0.534801,127.950768
CBB,16.35,0.5349,127.95097
CBB,16.375,0.53499,127.951176
CBB,16.4,0.535072,127.951386
CBB,16.425,0.535145,127.951598
CBB,16.45,0.535208,127.951814
CBB,16.475,0.535266,127.952031
CBB,16.5,0.535323,127.952249
CBB,16.525,0.53538,127.952466
CBB,16.55,0.535433,127.952684
CBB,16.575,0.535479,127.952904
CBB,16.6,0.535517,127.953126
CBB,16.625,0.535548,127.953348
CBB,16.65,0.535574,127.953571
CBB,16.675,0.5356,127.953794
CBB,16.7,0.535654,127.954011
CBB,16.725,0.535788,127.95419
CBB,16.75,0.535948,127.954349
CBB,16.775,0.536107,127.954508
CBB,16.8,0.536257,127.954676
CBB,16.825,0.536378,127.954866
CBB,16.85,0.536465,127.955073
CBB,16.875,0.536495,127.955293
CBB,16.9,0.536375,127.955476
CBB,16.925,0.536159,127.955529
CBB,16.95,0.53595,127.955607
CBB,16.975,0.535813,127.955783
CBB,17.0,0.535688,127.955967
CBB,17.025,0.535475,127.956022
CBB,17.05,0.535256,127.955966
CBB,17.075,0.535037,127.955908
CBB,17.1,0.534819,127.955851
CBB,17.125,0.534598,127.955861
CBBB,14.7,0.526815,127.93945
CBBB,14.725,0.526564,127.93941
CBBB,14.75,0.526355,127.939366
CBBB,14.775,0.526156,127.939289
CBBB,14.8,0.525973,127.93918
CBBB,14.825,0.525795,127.939042
CBBB,14.85,0.525603,127.938912
CBBB,14.875,0.525401,127.938799
CBBB,14.9,0.52519,127.938702
CBBB,14.925,0.524972,127.938623
CBBB,14.95,0.524748,127.938563
CBBB,14.975,0.524519,127.938521
CBBB,15.0,0.524288,127.9385
CBBB,15.025,0.524048,127.938519
CBBB,15.05,0.523823,127.93857
CBBB,15.075,0.523593,127.9386
CBBB,15.1,0.523368,127.938658
CBBB,15.125,0.523148,127.93873
CBBB,15.15,0.522935,127.938883
CBBB,15.175,0.522731,127.938988
CBBB,15.2,0.522531,127.939094
CBBB,15.225,0.522333,127.939202
CBBB,15.25,0.522135,127.93931
CBBB,15.275,0.521937,127.939419
CBBB,15.3,0.521739,127.939527
CBBB,15.325,0.521541,127.939636
CBBB,15.35,0.521342,127.939744
CBBB,15.375,0.521144,127.939852
CBBB,15.4,0.520926,127.939993
CBBB,15.425,0.520761,127.940231
CBBB,15.45,0.520563,127.94034
CBBB,15.475,0.520365,127.940448
CBBB,15.5,0.520168,127.940558
CBBB,15.525,0.519971,127.940658
CBBB,15.55,0.519768,127.940741
CBBB,15.575,0.519558,127.940807
CBBB,15.6,0.51934,127.940861
CBBB,15.625,0.519113,127.940888
CBBB,15.65,0.518893,127.94085
CBBB,15.675,0.518675,127.940799
CBBB,15.7,0.518447,127.940771
CBBB,15.725,0.518227,127.940741
CBBB,15.75,0.517994,127.940713
CBBB,15.775,0.517769,127.9407
CBBB,15.8,0.517539,127.940692
CBBB,15.825,0.517311,127.940698
CBBB,15.85,0.517078,127.94068
CBBB,15.875,0.516868,127.940609
CBBB,15.9,0.516651,127.940543
CBBB,15.925,0.516415,127.94051
CBBB,15.95,0.5162,127.940497
CBBB,15.975,0.515975,127.940494
CBBB,16.0,0.51574,127.940497
CBBB,16.025,0.515517,127.940522
CBBB,16.05,0.51531,127.940596
CBBB,16.075,0.515123,127.940728
CBBB,16.1,0.514959,127.940873
CBBB,16.125,0.514844,127.941082
CBBB,16.15,0.51478,127.9413
CBBB,16.175,0.514724,127.941516
CBBB,16.2,0.514683,127.941725
CBBB,16.225,0.51468,127.941964
CBBB,16.25,0.514726,127.942183
CBBB,16.275,0.514816,127.942386
CBBB,16.3,0.51488,127.942604
CBBB,16.325,0.514913,127.942826
CBBB,16.35,0.514893,127.943047
CBBB,16.375,0.514889,127.943265
CBBB,16.4,0.514871,127.943497
CBBB,16.425,0.514809,127.943716
CBBB,16.45,0.514771,127.943936
CBBB,16.475,0.514768,127.944161
CBBB,16.5,0.514827,127.944375
CBBB,16.525,0.514961,127.944551
CBBB,16.55,0.515167,127.944653
CBBB,16.575,0.515387,127.944693
CBBB,16.6,0.515611,127.944696
CBBB,16.625,0.515838,127.944659
CBBB,16.65,0.516037,127.944563
CBBB,16.675,0.516205,127.944421
CBBB,16.7,0.516376,127.944266
CBBB,16.725,0.516548,127.944118
CBBB,16.75,0.516753,127.944016
CBBB,16.775,0.516974,127.944006
CBBB,16.8,0.517154,127.944158
CRD,0.0,0.483028,127.986312
CRD,0.025,0.483032,127.986088
CRD,0.05,0.483037,127.985863
CRD,0.075,0.483041,127.985638
CRD,0.1,0.483046,127.985414
CRD,0.125,0.48305,127.985189
CRD,0.15,0.483054,127.984965
CRD,0.175,0.483059,127.98474
CRD,0.2,0.483063,127.984515
CRD,0.225,0.483069,127.984291
CRD,0.25,0.483094,127.984068
CRD,0.275,0.483142,127.983848
CRD,0.3,0.483212,127.983635
CRD,0.325,0.483304,127.98343
CRD,0.35,0.483403,127.983227
CRD,0.375,0.483501,127.983025
CRD,0.4,0.483612,127.982829
CRD,0.425,0.483727,127.982636
CRD,0.45,0.483831,127.982437
CRD,0.475,0.483899,127.982223
CRD,0.5,0.483925,127.982
CRD,0.525,0.483909,127.981776
CRD,0.55,0.483862,127.981557
CRD,0.575,0.483814,127.981337
CRD,0.6,0.483767,127.981117
CRD,0.625,0.483751,127.980894
CRD,0.65,0.48378,127.980671
CRD,0.675,0.483837,127.980454
CRD,0.7,0.483913,127.980243
CRD,0.725,0.484013,127.980041
CRD,0.75,0.484099,127.979834
CRD,0.775,0.484139,127.979613
CRD,0.8,0.484135,127.979389
CRD,0.825,0.484122,127.979165
CRD,0.85,0.48411,127.97894
CRD,0.875,0.484099,127.978716
CRD,0.9,0.48411,127.978492
CRD,0.925,0.484134,127.978268
CRD,0.95,0.484157,127.978045
CRD,0.975,0.484181,127.977821
CRD,1.0,0.484204,127.977598
CRD,1.025,0.484227,127.977375
CRD,1.05,0.484251,127.977151
CRD,1.075,0.484276,127.976928
CRD,1.1,0.484329,127.97671
CRD,1.125,0.48442,127.976504
CRD,1.15,0.484531,127.976309
CRD,1.175,0.48465,127.976118
CRD,1.2,0.484778,127.975932
CRD,1.225,0.484909,127.975749
CRD,1.25,0.484991,127.975541
CRD,1.275,0.485011,127.975318
CRD,1.3,0.485024,127.975093
CRD,1.325,0.485037,127.974869
CRD,1.35,0.485049,127.974645
CRD,1.375,0.48506,127.97442
CRD,1.4,0.485055,127.974196
CRD,1.425,0.485036,127.973972
CRD,1.45,0.485016,127.973748
CRD,1.475,0.484981,127.973527
CRD,1.5,0.484893,127.97332
CRD,1.525,0.484785,127.973123
CRD,1.55,0.484677,127.972925
CRD,1.575,0.48457,127.972728
CRD,1.6,0.484462,127.97253
CRD,1.625,0.484354,127.972333
CRD,1.65,0.484246,127.972135
CRD,1.675,0.484139,127.971938
CRD,1.7,0.484031,127.97174
CRD,1.725,0.483923,127.971543
CRD,1.75,0.483819,127.971343
CRD,1.775,0.483739,127.971133
CRD,1.8,0.483666,127.970921
CRD,1.825,0.483593,127.970708
CRD,1.85,0.48352,127.970496
CRD,1.875,0.483446,127.970283
CRD,1.9,0.483373,127.970071
CRD,1.925,0.483305,127.969856
CRD,1.95,0.483245,127.96964
CRD,1.975,0.483186,127.969423
CRD,2.0,0.483126,127.969206
CRD,2.025,0.483067,127.96899
CRD,2.45,0.483061,127.968764
CRD,2.475,0.482953,127.968542
CRD,2.5,0.482903,127.968323
CRD,2.525,0.482852,127.968104
CRD,2.55,0.482731,127.967915
CRD,2.575,0.482603,127.96773
CRD,2.6,0.482475,127.967545
CRD,2.625,0.48235,127.967357
CRD,2.65,0.482226,127.96717
CRD,2.675,0.482102,127.966982
CRD,2.7,0.481978,127.966794
CRD,2.725,0.481854,127.966606
CRD,2.75,0.481726,127.966421
CRD,2.775,0.481592,127.96624
CRD,2.8,0.481457,127.96606
CRD,2.825,0.481323,127.965879
CRD,2.85,0.481188,127.965698
CRD,2.875,0.481054,127.965518
CRD,2.9,0.480919,127.965337
CRD,2.925,0.480785,127.965157
CRD,2.95,0.48065,127.964976
CRD,2.975,0.480516,127.964796
CRD,3.0,0.480381,127.964615
CRD,3.025,0.480246,127.964434
CRD,3.05,0.480111,127.964255
CRD,3.075,0.479973,127.964077
CRD,3.1,0.479836,127.963898
CRD,3.125,0.479698,127.96372
CRD,3.15,0.47956,127.963542
CRD,3.175,0.479423,127.963363
CRD,3.2,0.479285,127.963185
CRD,3.225,0.479148,127.963007
CRD,3.25,0.47901,127.962829
CRD,3.275,0.478872,127.96265
CRD,3.3,0.478735,127.962472
CRD,3.325,0.478597,127.962294
CRD,3.35,0.478459,127.962116
CRD,3.375,0.478334,127.961929
CRD,3.4,0.478208,127.961742
CRD,3.425,0.478083,127.961555
CRD,3.45,0.477957,127.961368
CRD,3.475,0.477832,127.961182
CRD,3.5,0.477706,127.960995
CRD,3.525,0.477581,127.960808
CRD,3.55,0.477455,127.960621
CRD,3.575,0.47733,127.960434
CRD,3.6,0.477204,127.960247
CRD,3.625,0.477079,127.96006
CRD,3.65,0.476953,127.959873
CRD,3.675,0.476828,127.959687
CRD,3.7,0.476702,127.9595
CRD,3.725,0.476576,127.959313
CRD,3.75,0.47645,127.959126
CRD,3.775,0.476461,127.958915
CRD,3.8,0.476632,127.958769
CRD,3.825,0.476805,127.958624
CRD,3.85,0.476978,127.958479
CRD,3.875,0.477151,127.958335
CRD,3.9,0.477324,127.95819
CRD,3.925,0.477497,127.958046
CRD,3.95,0.47767,127.957901
CRD,3.975,0.477843,127.957756
CRD,4.0,0.478016,127.957612
CRD,4.025,0.478189,127.957467
CRD,4.05,0.478362,127.957322
CRD,4.075,0.478535,127.957178
CRD,4.1,0.478708,127.957033
CRD,4.125,0.478881,127.956888
CRD,4.15,0.479054,127.956744
CRD,4.175,0.479227,127.956599
CRD,4.2,0.4794,127.956454
CRD,4.225,0.479574,127.95631
CRD,4.25,0.479747,127.956165
CRD,4.275,0.47992,127.95602
CRD,4.3,0.480093,127.955876
CRD,4.325,0.480266,127.955731
CRD,4.35,0.480439,127.955587
CRD,4.375,0.480612,127.955442
CRD,4.4,0.480785,127.955297
CRD,4.425,0.480958,127.955153
CRD,4.45,0.481131,127.955008
CRD,4.475,0.481304,127.954863
CRD,4.5,0.481477,127.954719
CRD,4.525,0.48165,127.954574
CRD,4.55,0.481823,127.954429
CRD,4.575,0.481996,127.954285
CRD,4.6,0.482169,127.95414
CRD,4.625,0.482325,127.953981
CRD,4.65,0.482335,127.953758
CRD,4.675,0.482334,127.953533
CRD,4.7,0.482332,127.953308
CRD,4.725,0.48233,127.953084
CRD,4.75,0.482328,127.952859
CRD,4.775,0.482326,127.952634
CRD,4.8,0.482325,127.95241
CRD,4.825,0.482323,127.952185
CRD,4.85,0.482304,127.951962
CRD,4.875,0.482261,127.951742
CRD,4.9,0.482218,127.951521
CRD,4.925,0.482174,127.951301
CRD,4.95,0.48218,127.951077
CRD,4.975,0.482193,127.950852
CRD,5.0,0.482206,127.950628
CRD,5.025,0.482219,127.950404
CRD,5.05,0.482232,127.95018
CRD,5.075,0.482245,127.949955
CRD,5.1,0.482258,127.949731
CRD,5.125,0.482272,127.949507
CRD,5.5,0.482365,127.949115
CRD,5.525,0.482227,127.948927
CRD,5.55,0.482151,127.948715
CRD,5.575,0.482034,127.948523
CRD,5.6,0.481907,127.948337
CRD,5.625,0.481781,127.948151
CRD,5.65,0.48165,127.947968
CRD,5.675,0.481515,127.947787
CRD,5.7,0.481377,127.94761
CRD,5.725,0.481235,127.947435
CRD,5.75,0.481092,127.947261
CRD,5.775,0.480949,127.947087
CRD,5.8,0.480806,127.946913
CRD,5.825,0.480663,127.946738
CRD,5.85,0.48052,127.946564
CRD,5.875,0.480377,127.94639
CRD,5.9,0.480234,127.946216
CRD,5.925,0.480091,127.946042
CRD,5.95,0.479948,127.945868
CRD,5.975,0.479805,127.945694
CRD,6.0,0.479663,127.94552
CRD,6.025,0.47952,127.945346
CRD,6.05,0.479377,127.945172
CRD,6.075,0.479234,127.944998
CRD,6.1,0.479091,127.944824
CRD,6.125,0.478948,127.944649
CRD,6.15,0.478805,127.944475
CRD,6.175,0.478663,127.944301
CRD,6.2,0.478523,127.944124
CRD,6.225,0.478384,127.943947
CRD,6.25,0.478244,127.943771
CRD,6.275,0.478104,127.943594
CRD,6.3,0.477964,127.943417
CRD,6.325,0.477825,127.943241
CRD,6.35,0.477682,127.943067
CRD,6.375,0.477539,127.942893
CRD,6.4,0.477396,127.942719
CRD,6.425,0.477253,127.942545
CRD,6.45,0.47711,127.942371
CRD,6.475,0.476967,127.942197
CRD,6.5,0.476824,127.942023
CRD,6.525,0.476681,127.941848
CRD,6.55,0.476585,127.941646
CRD,6.575,0.476576,127.941423
CRD,6.6,0.476655,127.941214
CRD,6.625,0.476808,127.941051
CRD,6.65,0.476983,127.940909
CRD,6.675,0.477158,127.940766
CRD,6.7,0.477333,127.940624
CRD,6.725,0.477509,127.940482
CRD,6.75,0.477684,127.94034
CRD,6.775,0.477859,127.940198
CRD,6.8,0.478034,127.940056
CRD,6.825,0.478209,127.939914
CRD,6.85,0.478384,127.939772
CRD,6.875,0.47856,127.93963
CRD,6.9,0.478735,127.939488
CRD,6.925,0.47891,127.939346
CRD,6.95,0.479085,127.939204
CRD,6.975,0.479247,127.939047
CRD,7.0,0.479359,127.938853
CRD,7.025,0.479411,127.938635
CRD,7.05,0.479433,127.938412
CRD,7.075,0.479455,127.938188
CRD,7.1,0.479477,127.937964
CRD,7.125,0.479492,127.937761
CRD,7.8,0.479505,127.937651
CRD,7.825,0.47953,127.937435
CRD,7.85,0.479546,127.937211
CSW,4.025,0.49799,127.970592
CSW,4.05,0.498207,127.970531
CSW,4.075,0.498431,127.97048
CSW,4.1,0.498651,127.97043
CSW,4.125,0.498868,127.970401
CSW,4.15,0.499105,127.970439
CSW,4.175,0.499306,127.970547
CSW,4.2,0.499475,127.970718
CSW,4.225,0.499619,127.970871
CSW,4.25,0.499747,127.971052
CSW,4.275,0.499913,127.971204
CSW,4.3,0.500092,127.971343
CSW,4.325,0.500297,127.971448
CSW,4.35,0.500527,127.97148
CSW,4.375,0.50068,127.971324
CSW,4.4,0.500712,127.971096
CSW,4.425,0.500642,127.97088
CSW,4.45,0.500568,127.970671
CSW,4.475,0.500552,127.970439
CSW,4.5,0.500635,127.970236
CSW,4.525,0.500801,127.970074
CSW,4.55,0.50099,127.969953
CSW,4.575,0.501188,127.969839
CSW,4.6,0.501396,127.969759
CSW,4.625,0.501575,127.969601
CSW,4.65,0.501738,127.969452
CSW,4.675,0.50184,127.969258
CSW,4.7,0.501936,127.969052
CSW,4.725,0.501951,127.968826
CSW,4.75,0.502044,127.968617
CSW,4.775,0.502172,127.968449
CSW,4.8,0.502367,127.968322
CSW,4.825,0.502578,127.968366
CSW,4.85,0.502568,127.968594
CSW,4.875,0.50253,127.96881
CSW,4.9,0.502469,127.969023
CSW,4.925,0.502546,127.969251
CSW,4.95,0.502734,127.969369
CSW,4.975,0.502952,127.969331
CSW,5.0,0.503143,127.969216
CSW,5.025,0.50331,127.969055
CSW,5.05,0.50346,127.968886
CSW,5.075,0.503623,127.968728
CSW,5.1,0.503786,127.968569
CSW,5.125,0.50392,127.968388
CSW,5.15,0.504041,127.968204
CSW,5.175,0.504083,127.967982
CSW,5.2,0.504047,127.967759
CSW,5.225,0.503952,127.967556
CSW,5.25,0.503836,127.967363
CSW,5.275,0.503702,127.967188
CSW,5.3,0.503565,127.966991
CSW,5.325,0.503411,127.966826
CSW,5.35,0.503268,127.966655
CSW,5.375,0.503114,127.96649
CSW,5.4,0.502961,127.966319
CSW,5.425,0.502823,127.966141
CSW,5.45,0.502676,127.965963
CSW,5.475,0.502536,127.965789
CSW,5.5,0.502398,127.965614
CSW,5.525,0.502264,127.96543
CSW,5.55,0.502136,127.965249
CSW,5.575,0.501996,127.965071
CSW,5.6,0.501884,127.964875
CSW,5.625,0.501775,127.964678
CSW,5.65,0.501692,127.964465
CSW,5.675,0.501606,127.964265
HFC,5.525,0.482372,127.949115
HFC,5.55,0.482684,127.948916
HFC,5.575,0.482902,127.948827
HFC,5.6,0.483112,127.948763
HFC,5.625,0.483336,127.948719
HFC,5.65,0.483547,127.948662
HFC,5.675,0.483796,127.948681
HFC,5.7,0.483994,127.948776
HFC,5.725,0.484231,127.948795
HFC,5.75,0.48441,127.948649
HFC,5.775,0.484544,127.948478
HFC,5.8,0.484653,127.948268
HFC,5.825,0.484761,127.948078
HFC,5.85,0.48487,127.947874
HFC,5.875,0.484934,127.947659
HFC,5.9,0.485017,127.947449
HFC,5.925,0.485112,127.94724
HFC,5.95,0.485272,127.947068
HFC,5.975,0.485445,127.946922
HFC,6.0,0.485617,127.946789
HFC,6.025,0.485796,127.946656
HFC,6.05,0.485866,127.946427
HFC,6.075,0.485822,127.946205
HFC,6.1,0.485687,127.946014
HFC,6.125,0.485521,127.945887
HFC,6.15,0.485438,127.945684
HFC,6.175,0.485368,127.945462
HFC,6.2,0.485483,127.945265
HFC,6.225,0.485604,127.945081
HFC,6.25,0.485738,127.944884
HFC,6.275,0.485841,127.944681
HFC,6.3,0.485968,127.944516
HFC,6.325,0.486077,127.944307
HFC,6.35,0.486218,127.944129
HFC,6.375,0.48639,127.943977
HFC,6.4,0.486441,127.943761
HFC,6.425,0.48646,127.943539
KR,7.875,0.47953,127.936987
KR,7.9,0.47948,127.936768
KR,7.925,0.479421,127.936551
KR,7.95,0.479383,127.93633
KR,7.975,0.479378,127.936106
KR,8.0,0.479378,127.935881
KR,8.025,0.479378,127.935656
KR,8.05,0.479378,127.935432
KR,8.075,0.479377,127.935207
KR,8.1,0.479377,127.934983
KR,8.125,0.479357,127.934798
KR,8.15,0.479481,127.934518
KR,8.2,0.479674,127.934112
KR,8.25,0.479915,127.933734
KR,8.3,0.480335,127.933611
KR,8.35,0.480747,127.933793
KR,8.4,0.481152,127.933694
KR,8.45,0.481257,127.933262
KR,8.5,0.481433,127.932848
KR,8.55,0.481594,127.93243
KR,8.6,0.481564,127.931986
KR,8.65,0.48141,127.931564
KR,8.7,0.481188,127.931173
KR,8.75,0.480958,127.930786
KR,8.8,0.480706,127.930413
KR,8.85,0.480437,127.930052
KR,8.9,0.480168,127.929691
KR,8.95,0.479898,127.92933
KR,9.0,0.479667,127.928945
KR,9.05,0.479512,127.928523
KR,9.1,0.479371,127.928096
KR,9.15,0.479252,127.927664
KR,9.2,0.479306,127.927222
KR,9.25,0.479547,127.926846
KR,9.3,0.479928,127.92661
KR,9.35,0.480362,127.926485
KR,9.4,0.480796,127.926568
KR,9.45,0.481079,127.926912
KR,9.5,0.481329,127.927285
KR,9.55,0.481732,127.927466
KR,9.6,0.482149,127.927322
KR,9.65,0.482459,127.926995
KR,9.7,0.482861,127.926793
KR,9.75,0.483268,127.9266
KR,9.8,0.483528,127.92624
KR,9.85,0.483696,127.925823
KR,9.9,0.483854,127.925402
KR,9.95,0.483983,127.924972
KR,10.0,0.484082,127.924534
KR,10.05,0.484153,127.92409
KR,10.1,0.484235,127.923649
KR,10.15,0.484405,127.923233
KR,10.2,0.484633,127.922845
KR,10.25,0.484863,127.922458
KR,10.3,0.485092,127.922071
KR,10.35,0.485322,127.921684
KR,10.4,0.485469,127.921262
KR,10.45,0.485431,127.920818
KR,10.5,0.485215,127.920427
KR,10.55,0.484874,127.920133
KR,10.6,0.484541,127.91983
KR,10.65,0.48432,127.919441
KR,10.7,0.484168,127.919017
KR,10.75,0.484017,127.918594
KR,10.8,0.483865,127.918171
KR,10.85,0.483713,127.917748
KR,10.9,0.483562,127.917324
KR,10.95,0.48341,127.916901
KR,11.0,0.48326,127.916477
KR,11.05,0.483157,127.91604
KR,11.1,0.483125,127.915593
KR,11.15,0.483112,127.915144
KR,11.2,0.483213,127.914709
KR,11.25,0.483428,127.914314
KR,11.3,0.483645,127.91392
KR,11.35,0.483861,127.913525
KR,11.4,0.484004,127.9131
KR,11.45,0.484024,127.912652
KR,11.5,0.483929,127.912214
KR,11.55,0.484037,127.91182
KR,11.6,0.484476,127.911717
KR,11.65,0.484918,127.911624
KR,11.7,0.485358,127.911521
KR,11.75,0.485719,127.911258
KR,11.8,0.486038,127.910939
KR,11.85,0.48641,127.910685
KR,11.9,0.486814,127.910485
KR,11.95,0.487207,127.910262
KR,12.0,0.487583,127.910012
KR,12.05,0.487929,127.909723
KR,12.1,0.488259,127.909416
KR,12.15,0.488614,127.909141
KR,12.2,0.489047,127.909024
KR,12.25,0.489471,127.909157
KR,12.3,0.489862,127.909384
KR,12.35,0.490254,127.909607
KR,12.4,0.490696,127.909647
KR,12.45,0.491101,127.909449
KR,12.5,0.491484,127.909212
KR,12.55,0.491757,127.908857
KR,12.6,0.49199,127.908474
KR,12.65,0.492331,127.908179
KR,12.7,0.492684,127.907899
KR,12.75,0.493026,127.907605
KR,12.8,0.493348,127.90729
KR,12.85,0.49365,127.906955
KR,12.9,0.493947,127.906617
KR,12.95,0.494216,127.906257
KR,13.0,0.494292,127.905818
KR,13.05,0.494317,127.90537
KR,13.1,0.494602,127.90505
KR,13.15,0.495039,127.905118
KR,13.2,0.495445,127.905315
KR,13.25,0.495826,127.905558
KR,13.3,0.496206,127.905801
KR,13.35,0.496586,127.906045
KR,13.4,0.496966,127.906287
KR,13.45,0.497363,127.906503
KR,13.5,0.497779,127.90668
KR,13.55,0.49821,127.906815
KR,13.6,0.498652,127.906907
KR,13.65,0.499102,127.906956
KR,13.7,0.499554,127.906961
KR,13.75,0.500005,127.906935
KR,13.8,0.500457,127.906907
KR,13.85,0.500908,127.906877
KR,13.9,0.501358,127.906837
KR,13.95,0.501809,127.906796
KR,14.0,0.502259,127.906755
KR,14.05,0.502709,127.906714
KR,14.1,0.50316,127.906672
KR,14.15,0.503611,127.906636
KR,14.2,0.504062,127.906616
KR,14.25,0.504512,127.906574
KR,14.3,0.504963,127.906531
KR,14.35,0.505413,127.906489
KR,14.4,0.505863,127.906446
KR,14.45,0.506312,127.906389
KR,14.5,0.506733,127.906239
KR,14.55,0.507097,127.905972
KR,14.6,0.507456,127.9057
KR,14.65,0.507663,127.905309
KR,14.7,0.507713,127.904862
KR,14.75,0.507763,127.904416
KR,14.8,0.507919,127.903999
KR,14.85,0.508257,127.903707
KR,14.9,0.508654,127.903492
KR,14.95,0.509052,127.903278
KR,15.0,0.509449,127.903063
KR,15.05,0.509846,127.902848
KR,15.1,0.510235,127.902619
KR,15.15,0.510607,127.902363
KR,15.2,0.511017,127.902178
KR,15.25,0.51146,127.902088
KR,15.3,0.511912,127.902076
KR,15.35,0.512361,127.902126
KR,15.4,0.512811,127.902111
KR,15.45,0.513237,127.901963
KR,15.5,0.513654,127.901789
KR,15.55,0.514071,127.901616
KR,15.6,0.514489,127.901443
KR,15.65,0.514906,127.90127
KR,15.7,0.515316,127.90108
KR,15.75,0.515708,127.900856
KR,15.8,0.51608,127.900601
KR,15.85,0.516441,127.900331
KR,15.9,0.516803,127.900061
KR,15.95,0.517164,127.899791
KR,16.0,0.517526,127.899521
KR,16.05,0.517887,127.899251
KR,16.1,0.518249,127.898981
KR,16.15,0.51861,127.898711
KR,16.2,0.518974,127.898443
KR,16.25,0.519404,127.898324
KR,16.3,0.519856,127.898322
KR,16.35,0.520308,127.898321
KR,16.4,0.52076,127.89832
KR,16.45,0.521212,127.898312
KR,16.5,0.521663,127.898269
KR,16.55,0.522108,127.898189
KR,16.6,0.522548,127.898088
KR,16.65,0.522993,127.898012
KR,16.7,0.523445,127.898023
KR,16.75,0.523885,127.898122
KR,16.8,0.524317,127.898255
KR,16.85,0.524755,127.898367
KR,16.9,0.525199,127.898455
KR,16.95,0.525646,127.898518
KR,17.0,0.526095,127.898572
KR,17.05,0.526544,127.898626
KR,17.1,0.526994,127.898679
KR,17.15,0.527443,127.898733
KR,17.2,0.527892,127.898787
KR,17.25,0.52834,127.898843
KR,17.3,0.528772,127.898972
KR,17.35,0.529167,127.89919
KR,17.4,0.52956,127.899413
KR,17.45,0.529973,127.899597
KR,17.5,0.530392,127.899766
KR,17.55,0.530813,127.899928
KR,17.6,0.531254,127.900026
KR,17.65,0.531704,127.900072
KR,17.7,0.532155,127.900098
KR,17.75,0.532607,127.900125
KR,17.8,0.533051,127.900205
KR,17.85,0.533485,127.900331
KR,17.9,0.533923,127.900445
KR,17.95,0.534364,127.900544
KR,18.0,0.534807,127.900636
KR,18.05,0.535253,127.9006
KR,18.1,0.535674,127.900437
KR,18.15,0.536102,127.900292
KR,18.2,0.536552,127.900269
KR,18.25,0.536997,127.900347
KR,18.3,0.537441,127.90043
KR,18.35,0.537872,127.900565
KR,18.4,0.538295,127.900726
KR,18.45,0.538717,127.900887
KR,18.5,0.539139,127.901048
KR,18.55,0.539568,127.901188
KR,18.6,0.540015,127.901258
KR,18.65,0.540466,127.901253
KR,18.7,0.540912,127.901176
KR,18.75,0.541353,127.90108
KR,18.8,0.541801,127.901014
KR,18.85,0.542252,127.900985
KR,18.9,0.542704,127.900994
KR,18.95,0.543156,127.901019
KR,19.0,0.543607,127.901044
KR,19.05,0.544059,127.901062
KR,19.1,0.544511,127.901076
KR,19.15,0.544961,127.901118
KR,19.2,0.545409,127.901184
KR,19.25,0.545856,127.901253
KR,19.3,0.546302,127.901325
KR,19.35,0.546752,127.90136
KR,19.4,0.547204,127.901373
KR,19.45,0.547656,127.901401
KR,19.5,0.548107,127.901429
KR,19.55,0.548555,127.901488
KR,19.6,0.548993,127.901602
KR,19.65,0.549412,127.901769
KR,19.7,0.549804,127.901992
KR,19.75,0.550151,127.902278
KR,19.8,0.550389,127.902658
KR,19.85,0.55058,127.903065
KR,19.9,0.550792,127.903461
KR,19.95,0.551111,127.903777
KR,20.0,0.551506,127.903994
KR,20.05,0.551908,127.904201
KR,20.1,0.55232,127.904385
KR,20.15,0.552756,127.904501
KR,20.2,0.553206,127.904548
KR,20.25,0.553651,127.904623
KR,20.3,0.554072,127.904786
KR,20.35,0.554501,127.904926
KR,20.4,0.55495,127.904967
KR,20.45,0.555402,127.904959
KR,20.5,0.555839,127.905061
KR,20.55,0.556192,127.905337
KR,20.6,0.556502,127.905664
KR,20.65,0.556797,127.906005
KR,20.7,0.557119,127.90632
KR,20.75,0.557489,127.906577
KR,20.8,0.557897,127.90677
KR,20.85,0.558331,127.906893
KR,20.9,0.558774,127.906987
KR,20.95,0.559218,127.907068
